0,Sentiment,neg,neu,pos,compound
": 🚀  has just joined the amazing community of ! 🌐 we are  looking forward to meeting and exchanging ideas, co…",Positivo,0.0,0.796,0.204,0.6239
it did...  #turbo > [](>  #turbo will pump from the current market price> repost for chart,Neutro,0.0,1.0,0.0,0.0
i think these prices are a gift for  tbhexpecting this dip below the range low to be a deviation before a biblical full send > [](>  what you think about  brother ?,Positivo,0.072,0.828,0.1,0.2023
"next leg up soon📸> [](> #sdex 💎> aka, my biggest bet for this cycle> > testing its bull-flag & horizontal s/r confluence✍️> > adding to my bag here. > short term target 0.02> > current market cap: 84m> bull market target: 1~10 billion dollars.> > where to buy?> > >   💎😎",Neutro,0.0,1.0,0.0,0.0
looking super ready! the updates that are coming in early 2024 will change defi forever 🎯,Positivo,0.0,0.66,0.34,0.7712
setting up for round 2? > [](> i’m seeing a lot of people say  will retrace and give back its gains. > > it is a meme coin but i think we see the opposite happen.,Positivo,0.0,0.945,0.055,0.1779
:  zoom out me target is at least 10 for  in 2024,Neutro,0.0,1.0,0.0,0.0
"seems rdy 💥> [](> loaded some more  on this blessing of a dip 🤝 > > looks like a clean retest and deviation of the lows. staked  increasing day by day, so it’s also super bullish for the project! > > i think we’re about to leave sellers in disbelief 👀✅",Positivo,0.056,0.689,0.256,0.9142
"#bitcoin there was this  buy wall on bybit for a while but as price got close to it, the wall was removed just now.seems to just have been another spoof order.",Neutro,0.0,1.0,0.0,0.0
4h view > [](>  now testing 4h rising demand trend,Negativo,0.158,0.842,0.0,-0.128
"he pulled it lol> [](> #bitcoin there was this  buy wall on bybit for a while but as price got close to it, the wall was removed just now.> > seems to just have been another spoof order.",Neutro,0.0,1.0,0.0,0.0
happy with decision to go risk off. had a few small positions on but overall was risk off thanks to this once again.bullish on myself milking this market over the next decade.> [](> reason for going flat is #btc > > would like to see a reset/tight range form then wait to see if we get long signal.> > still hunting alts showing strength but not being overly aggressive for now.,Positivo,0.053,0.75,0.196,0.9045
: imagine fading   chads analysislouder for the virgins in the back:  we are inevitable 💪,Neutro,0.0,1.0,0.0,0.0
#bitcoincurrently sitting at important daily support (22ema),Positivo,0.0,0.526,0.474,0.5423
"just bought 2 more monkes, 50% higher than where i first started shilling them😂 ask me anything > [](> bought about 12 of these over the course of the weekend, and a few that were panic listed on todays dump.> > i plan on holding these for the long term and selling at around 400 sol.> > i suspect by the time that happens  will likely be higher aswell maybe around  or so, so…",Negativo,0.079,0.921,0.0,-0.6705
#bitcoin - cme gap just waiting to get filled. usually not a bad place to set some bids.,Positivo,0.0,0.84,0.16,0.431
: been crushing  nfts lately and alot of their charts look so good.chads having a hell of a daily candle printing h…,Negativo,0.302,0.698,0.0,-0.8107
- entered a short with 2 targets. invalidation with a broken structure. if trendline breaks target 2 in play but that  only if it does.,Negativo,0.094,0.828,0.078,-0.09
"shake it baby, let  shake out some heavy longs before next ath. possible reversal area ~ but might spike a bit deeper towards 23",Negativo,0.119,0.881,0.0,-0.1779
": ,402,500  airdrop thanks baby 🫶🏼🥰❤️",Positivo,0.0,0.58,0.42,0.4404
pretty obvious where we are right?#bitcoin,Positivo,0.0,0.61,0.39,0.4939
"to ,000 in 2023? i raised my target in the cycle i have  been showing since august.will explain in todays yt update. around 10-10:30am",Neutro,0.0,1.0,0.0,0.0
: thanks,Positivo,0.0,0.0,1.0,0.4404
what a launch from fusionist and . the price keeps climbing! congratz to everyone who farmed this on the binance launchpool. well done 👏  #binance,Positivo,0.0,0.898,0.102,0.3382
"generally speaking, buying a 25 - 30% pullback has yielded not only great returns, but has also done so expediently",Negativo,0.112,0.888,0.0,-0.284
":  is live on  .people made  -  on ace airdrop.i got a decent amount, there was one man who was bulli…",Neutro,0.0,1.0,0.0,0.0
: what a wcredit for  for being the biggest shill of  since way before and everyone ridiculous alpha. fusionist…,Negativo,0.135,0.865,0.0,-0.3612
: today  changed my life ...thanks to the  presale i'm able to quit my job.you are the real g.from the…,Neutro,0.0,1.0,0.0,0.0
gm ninjas  #injective,Neutro,0.0,1.0,0.0,0.0
": today  changed many lives 👀he was the first person to shill . people here made 6-7 figures from farming, li…",Neutro,0.0,1.0,0.0,0.0
"#bitcoin now confirmed a 4h trend loss, made a clear lower high & is pushing lower.all eyes on those lows around  -- if we lose that area we are  probably getting that extended consolidation we have  been expecting.let  see 👀",Negativo,0.211,0.728,0.061,-0.6597
": with #christmas coming soon a amazing gift is there from   🎁huge airdrop for holding nfts, buying doma…",Positivo,0.0,0.676,0.324,0.7717
"#bitcoin bull market progress so far.we are  sitting right on top of the 25-day ema, which has acted as support multiple times since we rallied from 25k.is this time different?",Positivo,0.0,0.787,0.213,0.743
📸> [](> plan remains the same.> > but this chart will be not valid anymore once we break 45/46 k #btc > > drawed this quik.> otherwise i still expect us to dip towards 36/37 k> > have a great saturday all 🤝,Positivo,0.0,0.858,0.142,0.7684
:  bro ❤️ changing lives with  airdrop. people who followed our tweets from day 1 and bought nfts are well rewarde…,Positivo,0.0,0.896,0.104,0.2732
: staked  earns you 50% of all revenue. 50%...🤯🤯💰💰📈🚀swaps + arc reactor = arc revenue is for the people…,Neutro,0.0,1.0,0.0,0.0
: so you are telling me that everyone who farmed the  airdrop is now a millionaire thanks to  ??,Positivo,0.0,0.831,0.169,0.504
"#bitcoin 2024 will be the seventh year we spend inside this rising channel.as shared since the summer, i'm expecting consolidation below  -- the single most important level to break.etfs and halving event approaching fast -- hold on tight and enjoy the ride.📈",Positivo,0.0,0.835,0.165,0.7713
"last week, the weekly low on  was put in on mondaysame again?",Negativo,0.16,0.84,0.0,-0.2732
"currently has the largest spot premium of this entire rally, by far",Neutro,0.0,1.0,0.0,0.0
": i normally advise people to not listen to mac but this has been lucrative. kidding ofc, happy for you  i know this…",Positivo,0.0,0.73,0.27,0.7684
":  great looking chart! from here it  an easy 30%, and then there is no limit!",Positivo,0.101,0.551,0.348,0.7494
"the #bitcoin weekly candle has closed red, ending a streak of 8 consecutive green weekly candles.time for another green streak?",Neutro,0.0,1.0,0.0,0.0
: over a year ago i told you to follow . for the last year i have  been telling you about  here and on youtub…,Neutro,0.0,1.0,0.0,0.0
"yeah this looks awful.some bids got filled on binance, but then immediately some even bigger sells got placed right above current price.seems like no one really wants to bid here with size and there  too much long leverage in the system.",Positivo,0.061,0.832,0.106,0.2617
filled long on #btc at  with the 1h oversold bullish rsi divergence.,Neutro,0.0,1.0,0.0,0.0
"lol this is not  right, data must be fucked its one of the things i check when i first wake up, thus i saw it and simply shat out a tweet with my morning coffeeif you have not  realised it by now i am a peanut brain👍🏻> [](>  currently has the largest spot premium of this entire rally, by far",Negativo,0.074,0.878,0.047,-0.3818
"do not  forget to swap your  ->  is live 🔥> [](>  token is live 🔄> > contract address: 0x1294f4183763743c7c9519bec51773fb3acd78fd> >  is evolving to  token> ⬜ ticker: > ⬜ network: ethereum & bnb chain (erc20, bep20)> ⬜ token supply: 4,000,000,000> > trading is live on the following exchanges:> ⬜ uniswap> ⬜ pancakeswap",Positivo,0.0,0.96,0.04,0.1695
"good to see  being more widely available to trade with their perpetual contract being launched on bybit & bitget.often this brings a lot more traction and volatility to the chart so keep your eyes peeled.big level currently within this range. > [](>  launched the xrd/usdt perpetual contract, making it available to their 20 million users > >",Positivo,0.0,0.893,0.107,0.5994
"- adding on this correction, will be in my top 3 rwa bags. 🎯",Positivo,0.0,0.847,0.153,0.2023
#alpha  long setuppls repost,Neutro,0.0,1.0,0.0,0.0
"i have  also added  to my long term portfolio 🎯> [](> the project was rowan energy  🟢> > they are  positioned to reshape the uk energy landscape as the worlds first decentralized tokenized energy provider.. with an emphasis on renewable energy sources such as solar power> > soon, imo.. to be a major player in the uk energy sector…",Positivo,0.0,0.826,0.174,0.8176
bought more  again. just another higher low in a hated rally.,Negativo,0.441,0.559,0.0,-0.743
"#btc starting to bounce after 1 more dip. as expected in todays yt update > [](> bitcoin price update. > all you need to know in just 3 minutes. > ,000 target for 2023?> >   powered by",Neutro,0.0,1.0,0.0,0.0
"#starl  (1000starl on mexc) entry only after the break out, not before",Neutro,0.0,1.0,0.0,0.0
"📸🤝> [](> dived into  and really they are building a power ecosystem, fully decentralized.> > will add this to my longterm portfolio. i expect huge gains from this one. 👀> > #inj",Positivo,0.0,0.847,0.153,0.5719
"is dipping below the key support -- retesting the 50d ema.could be a great opportunity to buy, assuming we are  doing one of those ""red monday, green week"" tricks again.#sponsored",Positivo,0.042,0.693,0.266,0.8442
#stx is just starting imopls share some more details such as fdv tvl etc if you have access,Positivo,0.0,0.885,0.115,0.296
binance spot asks are being pulled lolweekly low could be in heresend it,Negativo,0.149,0.851,0.0,-0.2732
:   i love this chart,Positivo,0.0,0.323,0.677,0.6369
gm and happy mondayall hope is not lost!   making a nice comeback and printing a reversal candle now,Positivo,0.101,0.518,0.382,0.7595
🚀> [](>  1h chart update > > falling wedge breakout > > bull case: price above 153 - > 154,Negativo,0.11,0.89,0.0,-0.1531
"1w:approaching the 0.618 resistance level (-57)upside is limited here imo. 1d:clear 1-5 motive wave. regardless of whether we get a higher high into  or not, i’m expecting an abc correction to -25. no reason to fomo in here",Negativo,0.105,0.895,0.0,-0.4767
: i felt like i had an extremely favorable r:r set up wherein i could move my protective stop to break-even quickly if i co…,Positivo,0.088,0.677,0.235,0.5709
just needed to be patient for a few days,Neutro,0.0,1.0,0.0,0.0
"it  big cap tech time, you may want to be in this",Positivo,0.0,0.894,0.106,0.0772
taking a little breatherstopped at the red line,Neutro,0.0,1.0,0.0,0.0
:  did a 10x in 2023 🤝 3 digit incoming! 🔮,Neutro,0.0,1.0,0.0,0.0
weekly,Neutro,0.0,1.0,0.0,0.0
markets are getting their mid morning sell off... still having problems with the  line,Negativo,0.172,0.828,0.0,-0.4019
daily,Neutro,0.0,1.0,0.0,0.0
"looks insanethat ""blue sky"" trade....  remember the bottom confirming on the daily which never happens?",Neutro,0.0,1.0,0.0,0.0
short,Neutro,0.0,1.0,0.0,0.0
would be nice to confirm that bottom right at support on the 1hr,Positivo,0.0,0.667,0.333,0.6705
> [](> just in:🇨🇭 sec officially acknowledged  the #bitcoin etf application from swiss fund manager pando asset.,Positivo,0.0,0.857,0.143,0.3612
above  could confirm that 4hr reversal,Neutro,0.0,1.0,0.0,0.0
is  bout to put in an fu candle? lol,Negativo,0.324,0.483,0.193,-0.4404
up closelet  leave this as a good test,Positivo,0.132,0.549,0.319,0.4019
💚💚💚💚💚💚,Neutro,0.0,1.0,0.0,0.0
": this l1 is not slowing down🤯if you thought   could not receive more attention, you were wrong.  w…",Negativo,0.162,0.838,0.0,-0.4767
": credit where credit is due 🚨 imagine talking about the same two coins for years like every reply guy, now imagine thos…",Positivo,0.0,0.7,0.3,0.7717
"peter the deleter calling for  this tweet deffo gonna get deleted in a few months… never fails> [](> classical chart patterns in price charts are not sacred - they fail to perform according to the textbooks all the time> > but, if the rising wedge in ethereum  complies with the script, the target is ,000, then > > i shorted eth on friday -- i have a protective b/e stop",Negativo,0.043,0.927,0.03,-0.2204
1wrange between .5-10 is one big accumulation.anything below .3 (middle of the range) is a strong buy imo🎯 target 1 - 🎯 target 2 - -53#fil #filecoin,Positivo,0.0,0.858,0.142,0.5106
"these kinds of ads for bitcoin will be the norm after the #bitcoin spot etf  gets approved.expect your timeline to be flooded with promotional campaigns highlighting the benefits of investing in , pushed by blackrock, vaneck, bitwise etc.",Positivo,0.0,0.933,0.067,0.3818
wants higher.wizz portfolio absolute chadding,Neutro,0.0,1.0,0.0,0.0
nice wick why not to market sell massive orders 101,Positivo,0.0,0.763,0.237,0.4215
firming up nicely here,Positivo,0.0,0.508,0.492,0.4404
: just in: grayscale ceo says spot #bitcoin etf approval would unlock about  trillion worth of advised wealth for #bitcoi…,Positivo,0.0,0.661,0.339,0.802
well and truly back in price discovery... while the world is still waiting for 'the crash'will be the same with ... most will still be bearish when we are  back at all time highs and beyondsend everything violently higher,Positivo,0.085,0.804,0.112,0.0516
: #btc lets start this macro monday with the weekly chart of #bitcoin just to keep things in perspective.◽️bullish green…,Neutro,0.0,1.0,0.0,0.0
important area,Positivo,0.0,0.357,0.643,0.2023
"my gaming top pick for the next 1/2 years among a few others> [](> check out the epic entrence of the polygon in her updated character selection screen! 🥷> > dive into the immersive world of #katanainu with , where every move is powered by the speed and scalability of #onpolygon> > prepare for a gaming revolution!🔥",Positivo,0.0,0.955,0.045,0.3365
- tight invalidation short anticipating a trendline break on a lower time frame.,Negativo,0.196,0.804,0.0,-0.296
#bitcoin overall volatility rising but still relatively low.we have  not yet reached volatility levels seen earlier this year after surging from the bottom.we are  definitely not even close to the 2020-2021 run volatility levels.,Positivo,0.039,0.865,0.096,0.4777
the  indicator nailed the lows againsale still on btw,Negativo,0.184,0.816,0.0,-0.2023
lfgggggg,Neutro,0.0,1.0,0.0,0.0
": ✨ exactly 10 years ago today, the term ""hodl"" was born in a drunken rant that turned into a rally cry for the #bitcoin rev…",Negativo,0.216,0.784,0.0,-0.6705
1hr flip,Neutro,0.0,1.0,0.0,0.0
"well, equities gave back a bit at the close, but not",Positivo,0.0,0.853,0.147,0.1406
confirmed that reversal right at support,Positivo,0.0,0.649,0.351,0.4019
- crypto stock hitting some daily resistance. casually up 485% on the year which is almost triple what #bitcoin did.,Positivo,0.0,0.914,0.086,0.1779
1st green dot on 4hr,Neutro,0.0,1.0,0.0,0.0
"b/r combo, green dots",Neutro,0.0,1.0,0.0,0.0
4hr green dot,Neutro,0.0,1.0,0.0,0.0
#bitcoin - daily obv flirting with a breakout. price doing the same. for now looks good but we still have not  closed anything above either line.,Positivo,0.0,0.868,0.132,0.3291
#bitcoin shorts getting squeezed above 42.5k.well over  in shorts squeezed there.,Neutro,0.0,1.0,0.0,0.0
it  inevitable.#bitcoin,Neutro,0.0,1.0,0.0,0.0
#0x0 broke out & now retesting after an early whale sold off a few million coins giving everyone the chance to load up before next leg up higher,Positivo,0.093,0.762,0.146,0.1531
loading,Neutro,0.0,1.0,0.0,0.0
is the new  meme you are gonna regret not buying in a couple weeks innit,Negativo,0.177,0.823,0.0,-0.4215
"wow it  gotta be a bull market, even bitstamp is bidding now lmeow.i have not  seen any activity on this market in a loooong time.",Positivo,0.0,0.853,0.147,0.5859
we had to shake soom moonboys out before higher.,Negativo,0.175,0.825,0.0,-0.1779
imagine #bitcoin fills the lower cme gap now. would be a pretty nasty bull trap.> [](> cme now closed> >  filled the small upper gap> closed above diagonal and horizontal support> > hopefully that’s not a bull trap,Positivo,0.136,0.68,0.184,0.2644
farm  airdrop and get a cool dog wif a hat jpeg?w,Positivo,0.0,0.777,0.223,0.3182
if you are  trying to farm  ...one of the qualifiers is buying on exchange dot art with bonkwell i just relisted the remaining 3/5 of my unsold infamous pepe 1/1s in  prices equal to 1 solso feel free to ape a piece for the culture kek,Positivo,0.0,0.927,0.073,0.5106
"do not  tell your friends who are waiting for   > [](> people still do not  understand that  will be one of the altcoins with the most potential in the next cycle...just do a simple reasoning,look what it did in bear market,then imagine what it will do in bull market> > simple maths",Negativo,0.051,0.949,0.0,-0.3724
what a time to be alivenew ath,Neutro,0.0,1.0,0.0,0.0
like clockwork. crystal ball strikes again 📸 > [](>  > >  loading,Neutro,0.227,0.545,0.227,0.0
time to run  to 0.72,Neutro,0.0,1.0,0.0,0.0
but,Neutro,0.0,1.0,0.0,0.0
most will probably miss the move (including me) but it is coming anyway.new ath is probably in one daily candle.,Negativo,0.07,0.93,0.0,-0.1108
: time to make predictions for 2024 ✍️ top #10 realist target 🎯 1000  90b capbullish target 🐂 1800  160b cap …,Positivo,0.0,0.904,0.096,0.2023
: the level of sec engagement and back/forth/changes on the #bitcoin etf tells us this is a 99.9% done deal.,Positivo,0.0,0.85,0.15,0.4588
- there  opportunity everywhere and in both directions. lots of volatility.,Positivo,0.0,0.763,0.237,0.4215
"the dips on these alts are crazy, that  why you just need to hold some spot",Negativo,0.138,0.862,0.0,-0.34
flipping green on the 4hr now up  in ahgoing to relax a bit!  😀,Positivo,0.0,0.775,0.225,0.4926
"#bitcoin - a month to buy the bottom, and a month to realize profits. people too scared to buy back then and now people too euphoric to sell. bearish narratives at the bottom, bullish narratives at the top. this time is different though!",Positivo,0.06,0.749,0.191,0.7424
few understand the power of a meme trendlinerun it back,Neutro,0.0,1.0,0.0,0.0
"he  been spot on for swing trading both directions during this #bitcoin chop. no bias, just trading levels. i'm still eyeing that ,807 at some point so i'm staying sidelined until then.> [](> welp, hate to say it but we did get a new print around ,043 today at the close on . > > chop seems to be a definite possibility up at these new levels. lock in gains when you have them and don’t get greedy in this area. stay level headed. > >  #bitcoin",Negativo,0.092,0.842,0.065,-0.09
daily green dots are back,Neutro,0.0,1.0,0.0,0.0
wont stop,Positivo,0.0,0.346,0.654,0.2235
"buy pressure has been redunkulousevery dip getting slurrpedvolume been insane, have to imagine some cex will pick it up",Negativo,0.224,0.776,0.0,-0.5994
feels like now or never for a pump after another stab into support was bought up quickly,Positivo,0.173,0.591,0.236,0.1027
#bigtime - just looking for lower time frame setups with easy invalidation. looks good for a 4h breakout with two possible targets.,Positivo,0.088,0.68,0.232,0.5574
"new ath lmaoooooo> [](>  buy pressure has been redunkulous> > every dip getting slurrped> > volume been insane, have to imagine some cex will pick it up",Negativo,0.176,0.824,0.0,-0.5994
weekly chart still holding key supportnice upside potential from here,Neutro,0.0,1.0,0.0,0.0
"do not  you do it .... i see what you are trying to do..going to sleep, do not  screw up the rally pls.",Positivo,0.0,0.885,0.115,0.1521
"dear #noanfam , crypto weekly digest:1. potential us #bitcoin etf approval may impact #coinbase with reduced fees.2. european commission investigates #x for digital services act breaches.3. #stacks, the bitcoin smart contract layer achieves record transactions.4.…",Positivo,0.0,0.787,0.213,0.8126
#alpha pumped 🔥🚀,Neutro,0.0,1.0,0.0,0.0
looking for  #mubi alternatives,Neutro,0.0,1.0,0.0,0.0
lmfao dude photoshopped a fake pnlhow down bad you gotta be 😂😂> [](> my long term #bitcoin trade is looking healthy> > long since  🚀,Negativo,0.227,0.653,0.12,-0.4767
": at current prices, if you focus on making 26  a week, that  ,000 at the end of the yearinstead of trying to hit…",Neutro,0.0,1.0,0.0,0.0
"did you #btfd? when the whole ct turned bearish and looking for   (cme gap), we bought their bags 😎> [](> #btfd at retest",Neutro,0.0,1.0,0.0,0.0
new listing> [](> origintrail is listed in the  app 🔔 > purchase  and other crypto easily with 20+ fiat currencies> > download the app to start trading #trac now!> 👉 > > for more details - > >,Positivo,0.0,0.912,0.088,0.4003
what a ride without the call of 2023.prove me wrong.,Negativo,0.279,0.721,0.0,-0.4767
reminding us of what price discovery means.up more than 50% from the previous all-time highs.closing in on my first area of interest @ .,Positivo,0.0,0.875,0.125,0.4588
look at this #noanfam #tara ty > [](>   waiting on break-out,Positivo,0.0,0.776,0.224,0.3818
chart is programmed.,Neutro,0.0,1.0,0.0,0.0
"i have to correct wizz here.....he means "" is programmed for 2023""> [](>  chart> >  is programmed.",Neutro,0.0,1.0,0.0,0.0
"#bitcoin range high tapped. so far we remain in the range but if price consolidates right below, i think it will give it another go.do not  want to see a big rejection here.",Negativo,0.173,0.827,0.0,-0.7255
"i think it is ready!> [](> #starl  (1000starl on mexc) entry only after the break out, not before",Neutro,0.0,1.0,0.0,0.0
: the demand for our data annotation platform is reaching new heights! here’s your chance to join the final batch of …,Positivo,0.063,0.672,0.264,0.5848
📸> [](> many are underexposed to > > soon you find out why.,Neutro,0.0,1.0,0.0,0.0
"+135% 😍🚀 a sniper entry and a quick gain... do not  let ""easy money"" fade away!follow my gf  🤣🤣🤣> [](> time for #degen  play🏹> >   mc around 50k> > #motionai - bridging ai and #blockchain for advanced multimedia generation.> > ca: 0x20029c61b9a8cbe420e5b677652b5d15ec84d543> > 📈> > 🌐> >  > > dyor, nfa",Negativo,0.063,0.89,0.047,-0.1774
: sned  to new highs,Neutro,0.0,1.0,0.0,0.0
"ecosystem heating up.launchpad should do well 🎯invested early in > [](> introducing moon app - a fast growing launchpad app with 250,000+ users built on injective 🥷> > moon app integrates a launchpad, tools for mev, sniping, and on-chain limit orders> > live on > > idos now live:",Positivo,0.0,0.911,0.089,0.4215
"#bitcoin pretty thick bids and asks on both sides here.when we see this, price usually just chops in the middle. when it starts trading/eating into one of the walls it tends to just take it all while it  there.",Positivo,0.0,0.922,0.078,0.4939
#bitcoin expectations for the rest of the week:,Neutro,0.0,1.0,0.0,0.0
"#btc    #bitcon - long - bullish chart: > [](> #btc   #bitcon - long - bullish chart:  > > should the momentum continue, bitcoin could reach its all-time high, potentially triggering fomo and further price increases. however, each price breakthrough could be followed by a pullback, triggered by news, events, or simply…",Positivo,0.0,0.974,0.026,0.0258
"shorted  #btc, let  see.",Neutro,0.0,1.0,0.0,0.0
"+500%🔥🚀 on spot, now only ct has started fomoing... next exchanges will fomo🤣my gf  is smarter than me 😎 > [](>  is live on > > can be added at dips. now trading around .75.> > #brc20 > >",Positivo,0.0,0.912,0.088,0.4588
"welcome  🏌‍♂️> [](>  plan macro > > if you like my content, much appreciated if you use my referral >   bybit > bitget > > looking at this chart i see an accumulation so 2 options you can evaluate.> > a more conservative one, entry on the breakout above, to…",Positivo,0.0,0.808,0.192,0.8316
"noooo jelle you have posted nothing but bullish hopium all year, you are  such a permabull, way too biased!!!mfker, look at the #bitcoin chart",Neutro,0.0,1.0,0.0,0.0
would you survive this? 🫣#bitcoin,Neutro,0.0,1.0,0.0,0.0
another major level has been flipped for support.onwards & upwards.#bitcoin,Neutro,0.0,1.0,0.0,0.0
you are not ready for  take of season.all scamms pump and this will have its time. i have patience,Negativo,0.11,0.89,0.0,-0.2755
"reminderif you have not  swapped your  to  yet, i would suggest using their site for the 1:10 swap. afterwards, you can withdraw the  within minutes> [](> here is a little video tutorial on how to swap  to  in-app. > > i hope this makes it easier for everyone!",Positivo,0.0,0.872,0.128,0.7177
update,Neutro,0.0,1.0,0.0,0.0
"let  do some math.....*  token * 1 of the bigger market makers on woo-x is kronos, coincidentally  tied to the company woo 1+1=2 yep.... ofc they gonna pump it.",Positivo,0.0,0.893,0.107,0.4767
"you guys have no idea how much   is gonna print with their bankpadthe best part… it’s going back into the  chart first launch #bahamas coming soon✍️> [](> gm bankers> > a little preview below from the first launch on bankpad 28th december, .> > for more details, please join our telegram channel to see how you can be a part of this epic launch.> >  #bank #eth #bankpad #itscoming",Positivo,0.031,0.84,0.129,0.793
:  is officially 10x up since we began covering it🤯massive shoutout to  for bringing this gem to my att…,Neutro,0.0,1.0,0.0,0.0
🤝> [](> discover the smardex protocol on > > it  time to put your liquidity to good use.,Positivo,0.0,0.838,0.162,0.4404
holding the line.,Neutro,0.0,1.0,0.0,0.0
"got an early christmas present in the mail today, containing awesome amino rewards training clothes. thanks !i will  showcase these by wearing them proudly while training with my buddies.",Positivo,0.0,0.641,0.359,0.9324
"htf update tonight marks the launch of the highly anticipated platform and mobile app. check  some other facts:▪️13,301,223 tokens burnt, 13.3% of total supply swept out of circulation▪️80% growth in token holders last month▪️ total value…",Positivo,0.0,0.931,0.069,0.3818
gm 🌞got our 1hr trendline touch...,Neutro,0.0,1.0,0.0,0.0
cooking,Neutro,0.0,1.0,0.0,0.0
became the hottest stock on the net for,Neutro,0.0,1.0,0.0,0.0
in less than 24h the trading bot bagx will start working with avax as well 👀🔥shill me the top tier avax degens!> [](> 24 hours⏳> > #bagx #avax,Positivo,0.0,0.856,0.144,0.4926
wants that dotted line,Neutro,0.0,1.0,0.0,0.0
!!!!!!!!!!!,Neutro,0.0,1.0,0.0,0.0
#bitcoinranged established.break above upper boundary would confirm double bottom.,Neutro,0.0,1.0,0.0,0.0
: thanks to one and only  we happily joined  🥷fam in q1 2023;q4 is closing with over 10x for me. thank you…,Positivo,0.0,0.667,0.333,0.8402
is still cheapdont come to me later that if its the time to buy.patience is needed with this one.#gaming #metaverse hype will be back,Neutro,0.0,1.0,0.0,0.0
#fun chart🚀⚠️sl must,Neutro,0.0,1.0,0.0,0.0
"so it begins> [](> i think  is on the verge of going parabolic towards . over next few months > > a lot of comparisons to buying  under  — i think this can be a top performing play alongside solana > > no vc unlocks until late 2024 —> faster, cheaper & narrative forming around it.",Positivo,0.045,0.868,0.087,0.25
flying today. quickly approaching that upper boundary.,Neutro,0.0,1.0,0.0,0.0
#ace  got in...,Neutro,0.0,1.0,0.0,0.0
is doing its best to chop everyone up while it holds support on previous range highs i think  /  is in the process of bottoming and ethereum out performance will begin in january,Positivo,0.0,0.808,0.192,0.7845
"nice, looking forward to additional special bets! we so early  🔥> [](> exciting news, bundles bets community! 📈> > we now have more ways for our crypto fans to win!! > > head to the ""specials"" tab on the link below to start speculating on the price of > > link:",Positivo,0.0,0.754,0.246,0.9283
"open interest by exchange 🏦we saw a huge increase in open interest on cme after the #bitcoin etf started getting priced in.i think it  smart to keep an eye on the eth cme oi throughout 2024, to see if it can give us a sign of positive developments for it  etf.",Positivo,0.0,0.718,0.282,0.9423
"#26 for revenue generation in all of crypto generated  in off-chain revenue *today* absurd> [](> feeling festive 🎄! > > it  the season of giving  revshare. we are  proud to be the #26 ranked revenue-generating protocol on the ethereum blockchain, and we are  not stopping here! > > today, our ecosystem fund received a whooping 46.6e (~,000) in off-chain revenue. the…",Positivo,0.0,0.809,0.191,0.8758
"with the output 🎰 #gamblefi> [](> ⚡️ bazed poker & telegram casino> > since our launch in late july, we have made considerable progress. we are excited to unveil two new offerings. one has been previously announced, but the other is a fresh addition.> > at bazed, our mission is to cater to all players, from seasoned…",Positivo,0.0,0.882,0.118,0.6757
#bitcointhis pa is tiresome. choppy; not trendy.mid-range currently.,Neutro,0.0,1.0,0.0,0.0
"me making 2% on a  trade while the homies making 2,000% on memes",Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
"see you at . > [](> ⚡️ bazed poker & telegram casino> > since our launch in late july, we have made considerable progress. we are excited to unveil two new offerings. one has been previously announced, but the other is a fresh addition.> > at bazed, our mission is to cater to all players, from seasoned…",Positivo,0.0,0.88,0.12,0.6757
b/r combo on 15m short term trying to confirm,Neutro,0.0,1.0,0.0,0.0
will  ever see another green candle again?probably not.,Neutro,0.0,1.0,0.0,0.0
"well, we hit our  target on  now looks like we may test that green line around  if  keeps falling",Positivo,0.072,0.721,0.207,0.4588
,Neutro,0.0,0.0,0.0,0.0
patience paid off  #grimace 🚀> [](>  you. are. great. thanks man!!!!!!!!,Positivo,0.0,0.524,0.476,0.8469
1hr,Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
tested,Neutro,0.0,1.0,0.0,0.0
flagging,Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
testing range highs,Neutro,0.0,1.0,0.0,0.0
"huge. > [](> we are  thrilled to announce inspect  acquisition of , expanding our platform  reach to millions on x (twitter).> > with   100k+ monthly quotes and millions of impressions, our layer 2 built for x now powers a community of over 600,000 new users 👇",Positivo,0.0,0.806,0.194,0.7351
,Neutro,0.0,0.0,0.0,0.0
missed by 10 cents innit> [](>,Negativo,0.306,0.694,0.0,-0.296
"the next level for aave imo, seems undervalued.",Neutro,0.0,1.0,0.0,0.0
look at the vol on the 5m up candle,Neutro,0.0,1.0,0.0,0.0
: crypto newsbitcoin has developed a triple price/rsi divergence,Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
"call me crazy but just longed, seems ready for expansion from this reaccumulative pattern.",Positivo,0.1,0.708,0.192,0.3716
#bitcoin the big horizontals for the end of the year. and  will be good levels to keep an eye on if you ask me.,Positivo,0.0,0.888,0.112,0.4404
confirmed 1hr reversal on let  go,Neutro,0.0,1.0,0.0,0.0
